id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
28925,Grande maison centre ville Comme à la campagne,124398,Laurence,Bordeaux,Centre ville (Bordeaux),44.85024,-0.59209,Entire home/apt,255,2,2,2018-07-06,0.04,1,154,0,33063005371B2
218103,B&B Apart.Suite  / tropical garden,1127981,Luis,Bgles,Bgles,44.81545,-0.54808,Entire home/apt,110,2,58,2021-10-24,0.47,4,2,19,
222887,"Bordeaux Terrace - spectacular view, fast Wifi",1156398,Suzanna,Bordeaux,Bordeaux Sud,44.83611,-0.5664,Entire home/apt,189,3,46,2021-11-06,0.38,4,282,8,3306300031048
317273,"Bordeaux City Gardens - large 1 bd, park adjacent",1156398,Suzanna,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84782,-0.58105,Entire home/apt,134,3,29,2021-11-03,0.32,4,289,5,33063001366CB
317658,"Key to Bordeaux - fairytale view, 2 bd + elevator",1156398,Suzanna,Bordeaux,Centre ville (Bordeaux),44.83882,-0.56887,Entire home/apt,189,3,69,2021-11-30,0.58,4,285,10,33063001225CF
333031,STUDIO BORDEAUX TRIANGLE D OR ***** Climatisé,1697156,Antony,Bordeaux,Centre ville (Bordeaux),44.84256,-0.57794,Entire home/apt,79,1,372,2021-11-24,3.15,2,347,49,3306300055979
333592,Charming apt with terrace center town,1699300,Alexandre,Bordeaux,Centre ville (Bordeaux),44.84583,-0.58306,Entire home/apt,101,2,40,2020-10-18,0.35,1,0,0,3306300293043
365993,Modern&comfortable 3 rooms apart,1847986,Damien,Bgles,Bgles,44.81149,-0.55825,Entire home/apt,85,5,42,2021-12-08,0.36,2,325,8,
408270,B&B Bedroom N°2  / tropical garden,1127981,Luis,Bgles,Bgles,44.81562,-0.54787,Entire home/apt,90,2,112,2021-10-24,0.97,4,2,27,
410267,B&B Apart. N°3 / Tropical Garden,1127981,Luis,Bgles,Bgles,44.81443,-0.54876,Entire home/apt,90,2,79,2021-10-16,0.68,4,1,22,
412475,B&B Apart n°4 / Tropical Garden,1127981,Luis,Bgles,Bgles,44.81349,-0.54827,Entire home/apt,90,2,116,2021-10-26,1.01,4,0,30,
437127,Om Sweet Home B&B  chambre double,2171100,Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85643,-0.58467,Private room,46,2,288,2020-10-30,2.51,2,331,0,3306300121281
438600,Om Sweet Home B&B  chambre Single,2171100,Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85447,-0.582,Private room,31,2,224,2021-12-04,1.93,2,339,2,
450324,"House with garden, near Bordeaux",1727412,Anne-Laure,Cenon,Plaisance-Loret-Maregue,44.86238,-0.50698,Entire home/apt,110,2,16,2020-10-24,0.14,1,0,0,
457462,"BORDEAUX, swimming-pool, tennis !",2273643,Nadine,Talence,Talence,44.81099,-0.59954,Entire home/apt,75,2,20,2021-08-06,0.18,1,311,3,
457640,Appartement piscine tennis Bordeaux,2274580,Christine,Talence,Talence,44.80956,-0.5994,Entire home/apt,80,2,69,2021-08-28,0.61,1,193,7,
482102,Beautiful city house full comfort,2387430,Frederic,Le Bouscat,Le Bouscat,44.8542,-0.59581,Entire home/apt,215,2,330,2021-12-09,2.89,1,307,57,
500193,Bordeaux centre T3 60m2 avec jardin,2468244,Audrey,Bordeaux,Bordeaux Sud,44.83303,-0.56214,Entire home/apt,100,1,237,2021-12-04,2.11,2,333,39,3306300158754
545440,Loft with its private swimming pool,2680968,Jeanne,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85655,-0.57755,Entire home/apt,205,2,64,2021-11-10,0.56,1,313,10,3306300333887
557526,"Bordeaux, jardin, piscine, tennis !",2741181,Armelle Et Bruno,Talence,Talence,44.81058,-0.59837,Entire home/apt,79,3,8,2016-08-01,0.09,1,0,0,
568013,Family house in bordeaux center,1842076,Grégory,Bordeaux,Bordeaux Sud,44.8334,-0.56834,Entire home/apt,90,4,20,2019-06-01,0.18,1,163,0,3306300011768
599263,Bordeaux centre historique,2964570,Vincent,Bordeaux,Centre ville (Bordeaux),44.83856,-0.5751,Entire home/apt,120,3,87,2021-12-05,1.38,1,181,17,330630034253E
648539,"Location au mois avec bail, Bordeaux centre",3253952,Paul +  Sarah,Bordeaux,Bordeaux Sud,44.83265,-0.56627,Entire home/apt,29,365,43,2018-05-30,0.38,1,193,0,
656926,Comfortable private rooms in Artist's House,3309367,Alice,Bordeaux,Bordeaux Sud,44.8327,-0.56154,Private room,50,2,4,2018-09-16,0.08,1,0,0,
667763,Charme au coeur du Vieux Bordeaux,3378979,Xavier,Bordeaux,Centre ville (Bordeaux),44.83745,-0.56935,Entire home/apt,89,30,156,2021-08-15,1.39,2,57,2,"Available with a mobility lease only (""bail mobilité"")"
670292,Appartement meublé 55m2 + terrasse,3396304,Françoise,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82809,-0.58822,Entire home/apt,70,3,16,2020-09-30,0.20,1,164,0,33063004439C4
709326,Chambre ds maison 1x1.40m ou 2x90m,3649476,Marc,Bordeaux,Caudran,44.83989,-0.61846,Private room,50,2,2,2018-10-24,0.03,2,163,0,
724856,Room quiet - Bordeaux down town,3746923,Elisabeth,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83165,-0.59787,Private room,41,2,94,2021-11-10,0.89,2,142,10,3306300239194
776808,Stay in Lonely Planet's Pick  B&B | 330630003114E,4041434,Valérie,Bordeaux,Nansouty - Saint Gens,44.82429,-0.58376,Private room,121,2,3,2018-12-02,0.05,2,175,0,330630003114E
777417,Blue Lodge B&B | protected area | 330630003114E,4041434,Valérie,Bordeaux,Nansouty - Saint Gens,44.8258,-0.58508,Private room,123,2,10,2021-08-12,0.16,2,170,1,330630003114E
779477,CENTRE 3 CHAMBRES/6PERS MAX/TRES CALME,4085017,Richard Et Marie-Anne,Bordeaux,Centre ville (Bordeaux),44.84882,-0.59086,Entire home/apt,75,2,297,2021-10-11,2.77,1,252,15,3306300579869
792947,Villa jacuzzi intérieur,4178213,David,Pessac,Magonty,44.79283,-0.70515,Entire home/apt,139,1,141,2021-12-05,1.52,2,351,53,
793746,Chamber of hotes Bordeaux centers,4181425,Christine,Bordeaux,Bordeaux Sud,44.82869,-0.57231,Entire home/apt,75,3,300,2021-12-04,2.75,2,347,29,330630015833C
801440,Studio in full center of Bordeaux,4181425,Christine,Bordeaux,Bordeaux Sud,44.82869,-0.57231,Entire home/apt,75,3,499,2021-12-10,4.64,2,333,36,330630015833C
813125,La Bordelaise - table d'Hôtes et chambre,4273204,Alain,Cenon,Palmer-Gravires-Cavailles,44.86145,-0.51729,Private room,66,4,0,,,1,173,0,753 547 629 00018 - 5520 z
823341,"""The cherub"" - Historical center",4322810,Alexandre,Bordeaux,Bordeaux Sud,44.83281,-0.57152,Entire home/apt,90,365,15,2014-10-28,0.14,1,0,0,
837713,"Near Bordeaux, in a house...",1909665,Gisèle Et Guy,Carbon-Blanc,Carbon-Blanc,44.90228,-0.50126,Private room,35,5,32,2021-11-26,0.31,2,326,6,
845788,Apartment-de la Porte Basse-Ensuite with Shower,4310833,Jean-Christophe,Bordeaux,Centre ville (Bordeaux),44.83642,-0.57658,Entire home/apt,117,1,61,2021-06-21,0.58,15,134,1,33063000665A2
845807,Apartment-de la Course 2 -Ensuite with Shower,4310833,Jean-Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85029,-0.57585,Entire home/apt,115,1,23,2021-10-30,0.23,15,129,12,330630011158E
845815,Apartment-de la Course 1-Ensuite with Shower,4310833,Jean-Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85234,-0.57523,Entire home/apt,101,1,33,2021-11-26,0.32,15,132,8,330630011158E
856891,Maison d'architecte de caractère,1924713,Jean-François,Bordeaux,Caudran,44.85946,-0.61238,Entire home/apt,350,2,72,2021-11-14,1.00,1,353,14,3306300088213
858946,Loft in the heart of Bordeaux,4496051,Anne,Bordeaux,Centre ville (Bordeaux),44.84025,-0.57322,Entire home/apt,60,30,23,2021-08-31,0.22,3,164,1,"Available with a mobility lease only (""bail mobilité"")"
865244,Bungalow Independ quiet and sunny,4543023,Jean Guillaume,Merignac,La Glacire,44.82859,-0.61801,Entire home/apt,75,2,97,2021-10-20,0.92,1,49,15,1 1056
867488,"El Patio, Jacuzzi in city center",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,220,2,92,2021-09-30,0.89,8,242,3,33063000567A9
872870,"Esprit Zen, Turkish bath pleasure",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,180,2,73,2021-10-24,0.71,8,310,8,33063000568AF
872948,"Dolce Vita, A soft life in Bordeaux",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,70,2,64,2021-10-25,0.63,8,282,10,330630005659D
872979,"Duo, small but smart flat for 2",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,40,2,40,2021-04-29,0.40,8,181,5,33063000566A3
878032,bed and breakfast,4639813,Isabelle,Pessac,France Alouette,44.78298,-0.68522,Private room,135,1,2,2019-08-18,0.03,3,343,0,
880024,"16 accommodated in the same place, in 4 flats",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,760,3,25,2019-03-10,0.24,8,133,0,33063000567A9
880178,"Gite ""Carlito"" (for 2 people).",4561878,Béatrice & Sébastien,Gradignan,Gradignan,44.75465,-0.62296,Entire home/apt,36,2,20,2021-11-20,0.19,8,298,8,0000000000000
881775,Vacation Sebea' s House with Pool,4561878,Béatrice & Sébastien,Gradignan,Gradignan,44.75465,-0.62296,Entire home/apt,490,2,2,2019-08-10,0.02,8,0,0,
881940,"""Katalpa"" for +12 with Pool & Spa",4561878,Béatrice & Sébastien,Gradignan,Gradignan,44.75388,-0.6228,Entire home/apt,540,2,22,2021-10-01,0.22,8,291,5,1710
913857,"Chambre à louer à la nuit, à la semaine",4904893,Nicolas,Ambars-et-Lagrave,Ambars-et-Lagrave,44.92077,-0.5036,Private room,25,1,9,2020-01-31,0.26,1,358,0,
920432,LUMINEUX ET AGREABLE APPARTEMENT,4394250,Beatrice,Bordeaux,Nansouty - Saint Gens,44.81699,-0.56626,Entire home/apt,48,365,4,2018-03-31,0.06,1,365,0,
921237,CHAMBRE DANS MAISON DE CHARME,4951342,Jean-Francois,Talence,Talence,44.81942,-0.59304,Private room,30,7,20,2021-07-31,0.23,1,226,4,
939481,Chambre avec jardin et petit dej,2468244,Audrey,Bordeaux,Bordeaux Sud,44.83249,-0.56125,Private room,43,1,279,2021-12-07,2.62,2,352,29,
964043,City center and charm,2658645,Charlotte,Bordeaux,Centre ville (Bordeaux),44.84388,-0.57882,Entire home/apt,150,3,33,2021-12-07,0.49,1,39,11,330630012148D
1000233,1 nice bed & breakfast close to Bordeaux,5499035,Isabelle,Pessac,France Alouette,44.8001,-0.67728,Private room,75,2,4,2021-10-17,0.05,2,340,1,83428352500014
1007407,TERRASSES SAINT PIERRE,5541484,Thierry D,Bordeaux,Centre ville (Bordeaux),44.84107,-0.5719,Entire home/apt,140,4,165,2021-11-16,1.61,1,167,13,33063003013E1
1025361,Welcome to our place!,5113450,Lila,Merignac,La Glacire,44.8365,-0.62269,Private room,49,1,329,2021-12-05,4.32,1,343,66,Aucun
1083031,"Historic Bordeaux, Charming 110m2",5954504,Nicole,Bordeaux,Centre ville (Bordeaux),44.841572,-0.574387,Entire home/apt,118,2,32,2021-12-07,0.31,1,350,8,330630058188c
1086736,Grande maison pleine de charme 230,3973708,Alexandra,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83172,-0.58355,Entire home/apt,259,365,134,2020-08-30,1.65,4,364,0,
1097322,"Large wooden house,  holidays free",5513545,Sophie,Bouliac,Bouliac,44.80742,-0.49851,Entire home/apt,320,7,1,2019-08-10,0.04,2,51,0,
1098462,Townhouse with pool and garden,6036342,Sébastien,Talence,Talence,44.81706,-0.57886,Entire home/apt,320,6,3,2018-08-19,0.05,1,365,0,
1108832,Beautiful pool house near BORDEAUX,6087321,Pierre,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89249,-0.71023,Entire home/apt,247,6,3,2019-08-20,0.07,2,163,0,
1109000,Maison style colonial à Bordeaux,6088135,Veronique,Le Bouscat,Le Bouscat,44.86227,-0.59378,Entire home/apt,230,3,34,2021-11-14,0.44,2,337,8,
1109639,Loft 150m² avec piscine et climatisation BORDEAUX,6068524,Audrey,Bordeaux,Nansouty - Saint Gens,44.81363,-0.56646,Entire home/apt,281,10,18,2021-08-16,0.18,1,363,1,3306300544415
1116630,Charme T3 Balcon coeur de bordeaux,6128626,Olivier,Bordeaux,Centre ville (Bordeaux),44.83691,-0.57057,Entire home/apt,120,5,103,2020-08-23,0.99,1,100,0,330630031387D
1117474,INCROYABLE T3 EN HYPERCENTRE,6133211,Crystel,Bordeaux,Centre ville (Bordeaux),44.83871,-0.56846,Entire home/apt,120,3,338,2021-11-04,3.23,1,330,20,330630009852A
1136724,"Spacious house, 4 guests with Garden & Garage",3774373,Stéphane & Virginie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83,-0.58818,Entire home/apt,74,2,458,2021-11-30,4.43,4,282,52,33063003349C9
1161946,STUDIO indépendant  JARDIN salle eau  kitchenette,6364913,Christine,Lormont,Lormont,44.88214,-0.49716,Private room,35,2,52,2021-05-07,0.50,1,159,7,
1165770,"Grande maison, jardin, 5 Chambres",6384904,Leila,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85666,-0.58248,Entire home/apt,330,4,42,2021-10-19,0.62,1,345,3,3306300591685
1172803,PATIO STUDIO  CENTRE,1029070,Louis,Bordeaux,Bordeaux Sud,44.83472,-0.57507,Entire home/apt,60,2,618,2021-12-06,5.98,5,241,32,330630002860D
1182098,Loft Saint Michel - Bordeaux,6466588,Christophe,Bordeaux,Bordeaux Sud,44.83413,-0.56988,Entire home/apt,178,2,86,2021-11-21,1.62,1,307,31,33063002911D0
1185900,Centre Bordeaux cabane de charme,6486165,Fabienne,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85529,-0.5854,Entire home/apt,95,1,99,2021-11-28,1.06,2,355,13,3306300055873
1188231,Lovely Apartment City Center A/C,1029070,Louis,Bordeaux,Bordeaux Sud,44.83422,-0.57492,Entire home/apt,76,2,473,2021-12-09,4.61,5,213,34,3306300028507
1196034,historic city Triplex with terrace,6056113,Nathalie,Bordeaux,Bordeaux Sud,44.83232,-0.56843,Entire home/apt,200,4,39,2021-08-29,0.38,1,51,5,3306300167823
1196311,Rare Grand duplex hyper centre,4496051,Anne,Bordeaux,Centre ville (Bordeaux),44.84085,-0.57874,Entire home/apt,90,120,27,2019-06-10,0.31,3,163,0,"Available with a mobility lease only (""bail mobilité"")"
1203069,Amazing T3 downtown + parking free,6571433,Antoine,Bordeaux,Centre ville (Bordeaux),44.83907,-0.57529,Entire home/apt,135,2,470,2021-12-07,5.16,1,170,52,3306300010626
1209361,nice bungalow garden near Bordeaux,6604469,Olivier,Lormont,Lormont,44.88074,-0.50103,Entire home/apt,130,2,30,2021-08-21,0.29,1,273,2,
1211924,Centre-ville maison 3 ch au calme avec jardin,6616722,Lily,Bordeaux,Centre ville (Bordeaux),44.8474,-0.59419,Entire home/apt,160,2,123,2021-10-03,1.22,1,256,16,330630055021D
1222718,Beautiful  XVIII th apartment,6284990,Michel,Bordeaux,Centre ville (Bordeaux),44.83693,-0.56839,Entire home/apt,200,3,73,2019-09-14,0.80,1,0,0,330630004871D
1227141,"T2 independant, charme et détente.",6693475,Cristina,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89443,-0.74962,Entire home/apt,86,6,25,2019-11-02,0.31,1,364,0,19550 MT 012018 9550 00
1241376,Sunny Apartment Centre/AC,1029070,Louis,Bordeaux,Bordeaux Sud,44.83476,-0.57497,Entire home/apt,60,2,472,2021-08-27,4.65,5,144,9,33063000282F4
1242294,BEAUTIFUL 1 BEDROOM FLAT HEART OF THE OLD TOWN,5563943,Xavier,Bordeaux,Centre ville (Bordeaux),44.84104,-0.57563,Entire home/apt,66,1,859,2021-12-10,8.31,1,252,91,33063006764CE
1250274,VERY NICE 56M² VERY CLOSE TO  HOTEL PALAIS GALLIEN,6581487,Virginie,Bordeaux,Centre ville (Bordeaux),44.8458,-0.5841,Entire home/apt,69,2,19,2021-12-05,0.18,1,345,1,33063005434D8
1251926,House between Bordeaux and Lacanau,6821197,Christophe,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.93339,-0.75739,Entire home/apt,225,7,6,2019-08-03,0.09,1,0,0,
1258486,"Bedroom,large bed,French breakfast,free parking",6854230,Marcel,Talence,Talence,44.82358,-0.59112,Private room,42,2,155,2020-02-09,1.50,2,164,0,
1266428,La maison d'Antoinette,6893670,Françoise,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.88262,-0.70032,Entire home/apt,90,2,59,2021-08-07,0.66,1,356,4,
1272272,Cosy 2 bedroom house in calm area,6924683,Marine Et Damien,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83472,-0.6037,Entire home/apt,100,4,36,2021-08-19,0.35,1,0,1,330630012065D
1274080,au cœur du quartier historique,6935270,Fred,Bordeaux,Centre ville (Bordeaux),44.83834,-0.57026,Entire home/apt,121,2,502,2021-11-07,4.86,1,361,28,3306300130974
1299682,Beautiful T3 Hypercentral + PARKING,7066630,Marina,Bordeaux,Centre ville (Bordeaux),44.84354,-0.58141,Entire home/apt,160,3,44,2021-08-15,0.43,1,251,3,3306300544103
1321105,quiet duplex house dowtown Bordeaux,3746923,Elisabeth,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8317,-0.59766,Entire home/apt,65,2,12,2021-07-02,0.12,2,84,2,3306300239194
1323347,Big apartment / hyper center/ 3***,7183066,M,Bordeaux,Centre ville (Bordeaux),44.84174,-0.57125,Entire home/apt,139,3,6,2021-09-04,0.06,1,231,1,330630002995B
1330588,Small bedroom 1 pers. in Loft 100m² along river,7107427,Ben,Lormont,Lormont,44.87681,-0.53498,Private room,20,4,87,2021-12-03,0.85,1,81,2,
1355740,Charming and quiet apartment,29102137,L.C.B,Bordeaux,Bordeaux Sud,44.83397,-0.57057,Entire home/apt,80,2,30,2021-11-28,0.31,23,119,14,33063001269D8
1355836,Fully equipped studio in Bordeaux,7354091,Deborah,Bordeaux,Bordeaux Sud,44.82797,-0.57163,Entire home/apt,30,30,49,2021-08-27,0.51,2,333,1,3306300020731
1362776,Peaceful home just 10 minutes from the city center,7397083,Hicanoba,Talence,Talence,44.81718,-0.59121,Entire home/apt,250,4,22,2020-08-14,0.25,2,0,0,
1367124,i don't speak english,7417559,Christian,Gradignan,Gradignan,44.75524,-0.63437,Private room,77,1,0,,,1,365,0,
1372795,B&B for 2-3 with private bathroom,7442737,Patricia,Bordeaux,La Bastide,44.84522,-0.55173,Private room,95,2,4,2019-09-28,0.04,3,363,0,
1376433,Villa avec piscine proche Bordeaux,7457361,Alexandre,Pessac,Magonty,44.77967,-0.69844,Entire home/apt,275,12,6,2020-08-16,0.06,1,344,0,
1384894,Friendly B&B- bedroom Soleil Levant,7442737,Patricia,Bordeaux,La Bastide,44.84526,-0.55298,Private room,90,2,6,2021-11-14,0.08,3,364,3,33063002310AC
1385160,Studio with kitchen and breakfast,7442737,Patricia,Bordeaux,La Bastide,44.84511,-0.55271,Private room,85,2,2,2021-08-15,0.05,3,353,1,
1413371,"Appartement de Cédric, Saint Médard en Jalles",7618574,Cédric,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89719,-0.75046,Entire home/apt,41,4,43,2021-11-05,1.10,1,1,10,
1419391,B&B garden side Bordeaux Mondésir,7643775,Capucine & Damien,Merignac,La Glacire,44.83551,-0.61857,Private room,90,2,11,2020-07-26,0.11,1,87,0,
1421443,4* studio in the center of Bordeaux,7651794,Lionel,Bordeaux,Centre ville (Bordeaux),44.84263,-0.57549,Entire home/apt,94,5,23,2021-10-09,0.23,1,349,1,3306300276612
1440894,Beautiful apartment in city center,29102137,L.C.B,Bordeaux,Centre ville (Bordeaux),44.83641,-0.56972,Entire home/apt,80,1,40,2021-12-05,0.65,23,118,14,33063000478E6
1454611,Cosy House in St Genès,4751437,Elodie & Charlotte,Bordeaux,Nansouty - Saint Gens,44.81964,-0.57913,Private room,50,2,6,2021-08-13,0.06,1,301,1,
1499802,Apartment Bordeaux Centre   CLIMATISATION,1029070,Louis,Bordeaux,Bordeaux Sud,44.83469,-0.5749,Entire home/apt,55,2,423,2021-09-09,4.36,5,120,21,3306300119052
1547915,Petite Maison tout confort située à Pessac centre,8248228,Mathieu,Pessac,Chiquet-Fontaudin,44.80518,-0.62131,Entire home/apt,50,30,12,2021-09-03,0.24,1,221,3,SIRET 815270228 00027
1605871,Appartement de type t2 de 52 m2,8555286,Ghislaine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8203,-0.60063,Entire home/apt,54,4,126,2021-11-15,1.42,1,193,3,33063000435E3
1612990,"Nice, confortable and quiet suite",8586420,Iñaki,Bordeaux,Centre ville (Bordeaux),44.84681,-0.58847,Private room,69,2,90,2021-11-22,1.00,1,67,17,3306300079456
1652831,Superbe Duplex avec Parking/Jardin,4538479,Richard,Bordeaux,Bordeaux Sud,44.83054,-0.57426,Entire home/apt,98,2,54,2020-12-01,1.02,1,0,0,3306300258268
1672218,Chambre SDB+ Breakfast Gare St Jean,8852292,Agnès,Bordeaux,Bordeaux Sud,44.82643,-0.56136,Private room,55,2,67,2019-09-29,0.73,1,0,0,3306300054731
1679033,"Villa de standing/piscine, Gironde",8505152,Laurent,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.92407,-0.75069,Entire home/apt,450,7,0,,,1,365,0,
1765419,"""Zenitude"" room with private bathroom",8526889,Louise-Marie,Talence,Talence,44.80234,-0.57691,Private room,28,2,1,2020-01-04,0.04,2,254,0,
1776648,"Spacy & quiet loft in historical Bordeaux, 3 rooms",9328192,Florent,Bordeaux,Centre ville (Bordeaux),44.83595,-0.57177,Entire home/apt,221,2,22,2021-11-28,0.25,1,360,16,33063006171DA
1791040,Gallien - Excellent option with lift & parking,9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.84545,-0.58,Entire home/apt,175,90,7,2014-12-09,0.08,82,226,0,"Available with a mobility lease only (""bail mobilité"")"
1791884,"Fantastic 2 BR apartment, lift, best location",9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.84167,-0.57807,Entire home/apt,175,90,14,2016-07-03,0.14,82,78,0,"Available with a mobility lease only (""bail mobilité"")"
1829529,"Maison en pierre, grande terrasse,  200m des quais",9570720,Anne,Bordeaux,Bordeaux Maritime,44.86113,-0.55894,Entire home/apt,210,3,4,2021-10-11,0.98,1,363,4,3306300610447
1842045,Bedroom(bed160x200) +bathroom+Breakfast+parking,6854230,Marcel,Talence,Talence,44.82192,-0.59135,Private room,43,2,66,2020-01-06,1.02,2,173,0,
1845964,charming apartment with garden,6599376,Camille,Bordeaux,Bordeaux Sud,44.83016,-0.57663,Entire home/apt,90,4,48,2021-07-17,0.51,1,144,5,3306300114231
1873856,Separate nice room with private bathroom,5058811,Jérôme,Bgles,Bgles,44.78812,-0.56114,Private room,43,1,71,2021-12-08,0.78,1,345,11,
1890659,L'Appart du Vieux Marché,4310833,Jean-Christophe,Bordeaux,Centre ville (Bordeaux),44.83712,-0.573,Entire home/apt,450,1,85,2021-12-05,0.90,15,42,8,3306300072098
1926172,Appartement clair avec AIR CONDITION,1029070,Louis,Bordeaux,Bordeaux Sud,44.83424,-0.57517,Entire home/apt,61,2,309,2021-12-07,4.67,5,332,26,33063000283FA
1939935,HÔTEL PARTICULIER MARENGO BORDEAUX,10034489,Alain - Didier,Bordeaux,Bordeaux Sud,44.83393,-0.57056,Entire home/apt,450,4,5,2019-08-26,0.13,4,224,0,3306300639781
1949284,Nuit du manège CosyHOME in Bordeaux,7548084,Marie-Hélène,Bordeaux,Centre ville (Bordeaux),44.84009,-0.58434,Entire home/apt,117,365,13,2020-08-09,0.14,1,363,0,
1981739,T1 bis duplex quartier historique,10226460,Carolle,Bordeaux,Centre ville (Bordeaux),44.83746,-0.56734,Entire home/apt,59,2,38,2021-06-29,0.49,3,285,5,33063001274F6
1981799,Ideal family house with Garden,8807194,Gerard Et Marion,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85695,-0.56906,Entire home/apt,300,5,8,2021-08-23,0.09,1,154,1,33063001861C6
1989263,Propose chambre dans appt de charme,8993317,Christian,Bordeaux,Bordeaux Sud,44.82713,-0.56938,Private room,36,3,14,2021-11-06,0.18,1,299,6,3306300489736
1997144,Bordeaux duplex 70m2 chartrons,10291316,Xavier,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85328,-0.56673,Entire home/apt,80,1,308,2021-12-03,3.19,1,333,19,33063002948AF
2024975,Gite Fonteneau 10mn de Bordeaux,10034489,Alain - Didier,Floirac,Floirac,44.83747,-0.50635,Entire home/apt,125,6,14,2020-11-06,0.19,4,348,0,
2029668,Appartement surplombant la ville,10423832,Christophe,Bordeaux,Nansouty - Saint Gens,44.82529,-0.58908,Entire home/apt,90,365,78,2021-01-01,0.92,1,285,2,
2118428,"Center 3bedrooms/3bathrooms , Duplex 160m2",10798726,Julien & Laure-Hélène,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85045,-0.57452,Entire home/apt,280,2,137,2020-07-19,1.65,4,1,0,330630008126D
2144094,Apartment  19th century town house,10943963,Rozenn,Bordeaux,La Bastide,44.84565,-0.5509,Entire home/apt,99,2,319,2021-11-27,3.31,1,348,11,33063003590CA
2154652,maison lumineuse dans secteur calme,10995317,Georges,Bruges,Bruges,44.87653,-0.59614,Entire home/apt,180,4,14,2017-08-31,0.15,1,135,0,
2157691,Chambre jacuzzi piscine intérieure,4178213,David,Pessac,Magonty,44.79326,-0.70482,Private room,119,1,283,2021-09-27,3.06,2,342,41,
2219615,"Studio,9min hypercentre de Bordeaux",11306750,Laura,Talence,Talence,44.80781,-0.59206,Entire home/apt,200,1,7,2014-08-14,0.07,2,0,0,
2225756,Echoppe rénovée dans le centre.,7721469,Caroline,Bordeaux,Centre ville (Bordeaux),44.8447,-0.59555,Entire home/apt,250,2,180,2021-08-14,1.93,1,285,16,330630004954D
2229602,2 room aprt in residence with pool,6116023,Patrick,Villenave-d'Ornon,Villenave-d'Ornon,44.80493,-0.57313,Entire home/apt,44,3,5,2018-07-20,0.06,1,0,0,
2231377,Chambre privée avec jardin,9477089,Stephane,Bordeaux,Centre ville (Bordeaux),44.83724,-0.59502,Private room,48,1,117,2021-07-29,1.72,2,0,5,
2248994,"NEW studio ""chic"" on garden ***",4057188,Virginie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82905,-0.60039,Entire home/apt,55,1,574,2021-11-26,6.07,2,320,85,3306300018502
2273201,Appartement kater,11605863,Cathy,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83354,-0.58193,Entire home/apt,49,365,62,2021-09-26,0.67,3,193,3,1234567890123
2317125,"Lovely 1 BR apartment w parking, city centre",9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.83673,-0.56759,Entire home/apt,146,90,7,2016-05-17,0.08,82,274,0,"Available with a mobility lease only (""bail mobilité"")"
